"";"BloodID";"BirdID";"TestResult";"TestMethod";"Researcher";"CatchID";"BloodSource";"OccasionDate";"Island";"occasionyear";"birthyear";"birthday";"age";"ParasiteSequence";"MalariaConsensus";"Mismatches";"Ntests";"check";"SexEstimate";"OccasionID";"TerritoryID";"FieldPeriodID";"avg_invert";"BreedGroupID";"Status";"Observer";"PeriodStart";"PeriodEnd";"PeriodYear";"newstat";"lifespan";"newlifespan"
"1074";2537;596;0;"T";"DR";1498;"A";"1997-07-13";"CN";1997;1993;"1993-07-08";4;NA;0;0;3;TRUE;0;689;8;22;6,34906043033333;19;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";2593;2271
"1075";2538;497;1;"T";"DR";1656;"A";"1997-07-13";"CN";1997;1993;"1993-07-08";4;NA;1;0;2;TRUE;1;689;8;22;6,34906043033333;19;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";5183;5183
"1076";2539;1169;0;"T";"DR";684;"A";"1997-07-13";"CN";1997;1996;"1996-07-13";1;NA;0;-1;2;TRUE;1;690;160;22;6,34906043033333;NA;NA;NA;NA;NA;NA;"Sub";411;411
"1077";2540;941;1;"T";"DR";984;"A";"1997-07-13";"CN";1997;1994;"1994-06-19";3;NA;1;0;2;TRUE;1;690;135;22;6,34906043033333;98;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";1378;1378
"1078";2541;915;0;"T";"DR";1024;"A";"1997-07-13";"CN";1997;1994;"1994-05-25";3;NA;0;-1;2;TRUE;0;690;135;22;6,34906043033333;98;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";3521;3052
"1079";2543;208;0;"T";"DR";2164;"A";"1997-07-13";"CN";1997;1989;"1989-01-23";8;NA;0;0;3;TRUE;1;690;162;22;6,34906043033333;NA;NA;NA;NA;NA;NA;"Sub";3351;3351
"1080";2544;1161;1;"T";"DR";695;"A";"1997-07-05";"CN";1997;1996;"1996-11-07";1;NA;1;-1;2;TRUE;0;672;24;22;6,34906043033333;2302;"SEEN1";"DR";"1997-07-01";"1997-08-28";1997;"Sub";1722;1722
"1081";2546;1182;0;"T";"DR";665;"A";"1997-07-14";"CN";1997;1996;"1996-07-14";1;NA;0;0;3;TRUE;0;693;132;22;6,34906043033333;96;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";622;622
"1082";2547;1017;0;"T";"DR";863;"A";"1997-07-14";"CN";1997;1992;"1992-08-10";5;NA;0;0;2;TRUE;0;692;110;22;6,34906043033333;83;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";4538;3705
"1083";2548;1177;1;"T";"DR";670;"A";"1997-07-14";"CN";1997;1996;"1996-07-14";1;1;1;-1;3;TRUE;0;692;166;22;6,34906043033333;112;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";2271;1838
"1084";2549;1193;0;"T";"DR";648;"A";"1997-07-14";"CN";1997;1996;"1996-07-14";1;NA;0;0;2;TRUE;0;691;118;22;6,34906043033333;87;"SEEN1";NA;"1997-07-01";"1997-08-28";1997;"Sub";4081;4081
"1085";2550;1190;0;"T";"DR";651;"A";"1997-07-14";"CN";1997;1996;"1996-07-14";1;NA;0;0;2;TRUE;0;691;118;22;6,34906043033333;87;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";3104;2271
"1086";2551;1191;0;"T";"DR";650;"A";"1997-07-14";"CN";1997;1996;"1996-07-14";1;NA;0;0;2;TRUE;1;691;117;22;6,34906043033333;NA;NA;NA;NA;NA;NA;"Sub";1838;1838
"1087";2552;1192;0;"T";"DR";649;"A";"1997-07-14";"CN";1997;1996;"1996-07-14";1;NA;0;-1;2;TRUE;0;691;117;22;6,34906043033333;NA;NA;NA;NA;NA;NA;"Sub";410;410
"1088";2553;1183;0;"T";"DR";664;"A";"1997-07-15";"CN";1997;1996;"1996-07-15";1;NA;0;0;3;TRUE;1;695;167;22;6,34906043033333;113;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";409;409
"1089";2554;1189;0;"T";"DR";652;"A";"1997-07-15";"CN";1997;1996;"1996-07-15";1;NA;0;0;2;TRUE;1;695;121;22;6,34906043033333;89;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";621;621
"1090";2555;199;1;"T";"DR";2179;"A";"1997-07-05";"CN";1997;1986;"1986-12-02";11;NA;1;-1;2;TRUE;0;673;42;22;6,34906043033333;37;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";6252;5783
"1091";2556;1198;0;"T";"DR";642;"A";"1997-07-15";"CN";1997;1996;"1996-07-15";1;NA;0;0;3;TRUE;1;694;117;22;6,34906043033333;86;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";1490;1490
"1092";2557;1199;1;"T";"DR";641;"A";"1997-07-15";"CN";1997;1996;"1996-07-15";1;NA;1;-1;3;TRUE;1;694;125;22;6,34906043033333;91;"SEEN1";"DR";"1997-07-01";"1997-08-28";1997;"Sub";4238;4238
"1093";2558;1186;0;"T";"DR";658;"A";"1997-07-16";"CN";1997;1996;"1996-07-16";1;NA;0;0;2;TRUE;0;698;49;22;6,34906043033333;NA;NA;NA;NA;NA;NA;"Sub";2269;2269
"1094";2559;921;1;"T";"DR";1015;"A";"1997-07-16";"CN";1997;1994;"1994-05-28";3;NA;1;0;2;TRUE;1;698;47;22;6,34906043033333;40;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";3518;3049
"1095";2560;1188;1;"T";"DR";653;"A";"1997-07-16";"CN";1997;1996;"1996-11-18";1;1;1;-1;3;TRUE;1;698;68;22;6,34906043033333;56;"ABX";NA;"1997-07-01";"1997-08-28";1997;"Sub";NA;2144
"1096";2561;1178;0;"T";"DR";669;"A";"1997-07-16";"CN";1997;1996;"1996-07-16";1;NA;0;0;3;TRUE;1;697;69;22;6,34906043033333;57;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";1489;1489
"1097";2562;1205;0;"T";"DR";634;"A";"1997-07-16";"CN";1997;1996;"1996-07-16";1;NA;0;0;2;TRUE;0;696;119;22;6,34906043033333;88;"ABX";NA;"1997-07-01";"1997-08-28";1997;"Sub";1836;1836
"1098";2563;1204;0;"T";"DR";635;"A";"1997-07-16";"CN";1997;1996;"1996-07-16";1;NA;0;0;3;TRUE;0;696;125;22;6,34906043033333;91;"SEEN1";"DR";"1997-07-01";"1997-08-28";1997;"Sub";408;408
"1099";2564;1200;1;"T";"DR";640;"A";"1997-07-17";"CN";1997;1996;"1996-07-17";1;NA;1;0;3;TRUE;0;700;68;22;6,34906043033333;56;"ABX";NA;"1997-07-01";"1997-08-28";1997;"Sub";3699;3699
"1100";2565;441;0;"T";"DR";1768;"A";"1997-07-20";"CN";1997;1992;"1992-08-07";5;NA;0;0;2;TRUE;0;701;38;22;6,34906043033333;35;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";5288;5288
"1101";2567;1036;0;"T";"DR";827;"A";"1997-07-21";"CN";1997;1995;"1995-07-16";2;NA;0;0;3;TRUE;0;702;72;22;6,34906043033333;59;"TBRF";NA;"1997-07-01";"1997-08-28";1997;"Sub";986;986
"1102";2568;1184;1;"T";"DR";663;"A";"1997-07-21";"CN";1997;1996;"1996-07-21";1;NA;1;-1;3;TRUE;1;702;72;22;6,34906043033333;59;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";2264;1831
"1103";2569;1185;1;"T";"DR";662;"A";"1997-07-22";"CN";1997;1996;"1996-07-22";1;NA;1;-1;2;TRUE;1;704;168;22;6,34906043033333;114;"SEEN1";"KB";"1997-07-01";"1997-08-28";1997;"Sub";1483;1483
"1104";2570;605;0;"T";"DR";1479;"A";"1997-07-22";"CN";1997;1993;"1993-07-10";4;NA;0;0;3;TRUE;1;704;168;22;6,34906043033333;114;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";2029;2029
"1105";2571;1194;1;"T";"DR";647;"A";"1997-07-22";"CN";1997;1996;"1996-11-24";1;NA;1;0;3;TRUE;1;704;168;22;6,34906043033333;114;"ABX";NA;"1997-07-01";"1997-08-28";1997;"Sub";672;672
"1106";2574;178;0;"T";"DR";2216;"A";"1997-07-23";"CN";1997;1988;"1988-09-13";9;NA;0;0;2;TRUE;1;706;103;22;6,34906043033333;77;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";3483;3483
"1107";2575;1195;1;"T";"DR";645;"A";"1997-07-23";"CN";1997;1996;"1996-11-25";1;NA;1;0;2;TRUE;0;707;94;22;6,34906043033333;72;"H";NA;"1997-07-01";"1997-08-28";1997;"Sub";5037;5037
"1108";2576;951;0;"T";"DR";970;"A";"1997-07-23";"CN";1997;1995;"1995-06-30";2;NA;0;0;2;TRUE;0;708;88;22;6,34906043033333;69;"BrF";NA;"1997-07-01";"1997-08-28";1997;"Dom";2651;2651
"1109";2577;911;0;"T";"DR";1035;"A";"1997-07-05";"CN";1997;1994;"1994-05-22";3;NA;0;0;2;TRUE;1;670;24;22;6,34906043033333;2302;"SEEN2";"DR";"1997-07-01";"1997-08-28";1997;"Sub";5955;5955
"1110";2578;1196;1;"T";"DR";644;"A";"1997-07-23";"CN";1997;1996;"1996-07-23";1;NA;1;0;2;TRUE;1;708;88;22;6,34906043033333;69;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";4805;4805
"1111";2579;1041;0;"T";"DR";817;"A";"1997-07-23";"CN";1997;1995;"1995-07-16";2;NA;0;-1;2;TRUE;1;707;80;22;6,34906043033333;64;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";1293;1293
"1112";2580;1197;1;"T";"DR";643;"A";"1997-07-24";"CN";1997;1996;"1996-07-24";1;NA;1;0;2;TRUE;0;711;80;22;6,34906043033333;64;"ABX";NA;"1997-07-01";"1997-08-28";1997;"Sub";612;612
"1113";2581;1211;0;"T";"DR";626;"A";"1997-07-24";"CN";1997;1996;"1996-07-24";1;NA;0;0;2;TRUE;1;710;105;22;6,34906043033333;79;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";919;795
"1114";2582;828;0;"T";"DR";1162;"A";"1997-07-23";"CN";1997;1994;"1994-05-27";3;NA;0;0;2;TRUE;1;709;51;22;6,34906043033333;43;"ABX";NA;"1997-07-01";"1997-08-28";1997;"Sub";1708;1584
"1115";2583;51;0;"T";"DR";2408;"A";"1997-07-24";"CN";1997;1987;"1987-03-08";10;NA;0;0;2;TRUE;1;712;51;22;6,34906043033333;43;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";6022;5687
"1116";2585;776;0;"T";"DR";1230;"A";"1997-07-24";"CN";1997;1994;"1994-06-18";3;NA;0;0;2;TRUE;1;710;116;22;6,34906043033333;3317;"BrM";NA;"1997-07-01";"1997-08-28";1997;"Dom";2248;2248
"1117";2586;1217;1;"T";"DR";615;"A";"1997-07-25";"CN";1997;1996;"1996-11-27";1;NA;1;0;2;TRUE;1;713;116;22;6,34906043033333;3317;"ABX";NA;"1997-07-01";"1997-08-28";1997;"Sub";669;669
"1118";2587;1218;1;"T";"DR";614;"A";"1997-07-25";"CN";1997;1996;"1996-07-25";1;NA;1;0;3;TRUE;0;713;159;22;6,34906043033333;107;"AB";NA;"1997-07-01";"1997-08-28";1997;"Sub";NA;2260
"1119";2589;1246;0;"T";"DR";575;"A";"1998-01-02";"CN";1998;1997;"1997-01-02";1;NA;0;0;1;TRUE;0;764;30;23;5,83789656866667;134;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";1319;997
"1120";2591;1221;0;"T";"DR";610;"A";"1998-01-03";"CN";1998;1997;"1997-06-21";1;NA;0;0;1;TRUE;1;765;30;23;5,83789656866667;134;"ABX";NA;"1997-12-20";"1998-03-28";1998;"Sub";2398;1929
"1121";2592;1273;0;"T";"DR";546;"A";"1998-01-10";"CN";1998;1997;"1997-01-10";1;NA;0;0;1;TRUE;1;766;59;23;5,83789656866667;143;"SEEN1";"CE";"1997-12-20";"1998-03-28";1998;"Sub";442;442
"1122";2593;1247;0;"T";"DR";574;"A";"1998-01-15";"CN";1998;1997;"1997-01-15";1;NA;0;0;1;TRUE;0;767;23;23;5,83789656866667;130;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";2919;2086
"1123";2594;1020;0;"T";"DR";856;"A";"1998-01-15";"CN";1998;1995;"1995-11-03";3;NA;0;-1;2;TRUE;1;767;23;23;5,83789656866667;130;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";2525;2525
"1124";2595;837;0;"T";"DR";1150;"A";"1998-01-15";"CN";1998;1994;"1994-10-07";4;NA;0;0;2;TRUE;1;767;23;23;5,83789656866667;NA;NA;NA;NA;NA;NA;"Sub";1575;1451
"1125";2596;1248;1;"T";"DR";573;"A";"1998-01-15";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;1;767;1;23;5,83789656866667;118;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";133;133
"1126";2597;884;0;"T";"DR";1078;"A";"1998-01-16";"CN";1998;1995;"1995-08-11";3;NA;0;0;1;TRUE;1;769;89;23;5,83789656866667;158;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";960;960
"1127";2598;1274;0;"T";"DR";544;"A";"1998-01-16";"CN";1998;1997;"1997-01-16";1;NA;0;0;1;TRUE;1;768;49;23;5,83789656866667;2319;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";1305;1305
"1128";2599;1275;1;"T";"DR";543;"A";"1998-01-17";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;0;770;59;23;5,83789656866667;143;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";2857;1782
"1129";2602;1268;0;"T";"DR";552;"A";"1998-01-24";"CN";1998;1998;"1998-01-18";0;NA;0;0;1;TRUE;1;773;109;23;5,83789656866667;168;"XF";"DLG";"1997-12-20";"1998-03-28";1998;"Sub";2187;1718
"1130";2603;1269;0;"T";"DR";550;"A";"1998-01-25";"CN";1998;1997;"1997-01-25";1;NA;0;0;1;TRUE;0;774;166;23;5,83789656866667;184;"SEEN1";"KB";"1997-12-20";"1998-03-28";1998;"Sub";610;610
"1131";2604;1270;1;"T";"DR";549;"A";"1998-01-25";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;0;774;168;23;5,83789656866667;185;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";440;316
"1132";2605;1271;0;"T";"DR";548;"A";"1998-01-25";"CN";1998;1997;"1997-01-25";1;NA;0;0;1;TRUE;0;774;168;23;5,83789656866667;185;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";3242;3242
"1133";2606;1272;0;"T";"DR";547;"A";"1998-01-25";"CN";1998;1997;"1997-01-25";1;NA;0;0;1;TRUE;0;774;168;23;5,83789656866667;185;"ABX";NA;"1997-12-20";"1998-03-28";1998;"Sub";3507;3507
"1134";2607;1285;0;"T";"DR";527;"A";"1998-01-25";"CN";1998;1997;"1997-01-25";1;NA;0;0;1;TRUE;0;774;166;23;5,83789656866667;184;"SEEN1";"KB";"1997-12-20";"1998-03-28";1998;"Sub";427;427
"1135";2609;1277;1;"T";"DLG";541;"A";"1998-01-28";"CN";1998;1997;"1997-11-15";1;NA;1;0;2;TRUE;1;775;57;23;5,83789656866667;142;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";316;316
"1136";2610;1051;0;"T";"DR";795;"A";"1998-01-28";"CN";1998;1996;"1996-08-01";2;NA;0;0;1;TRUE;0;775;57;23;5,83789656866667;NA;NA;NA;NA;NA;NA;"Sub";604;604
"1137";2611;949;0;"T";"DR";972;"A";"1998-01-28";"CN";1998;1995;"1995-08-03";3;NA;0;0;1;TRUE;0;775;57;23;5,83789656866667;142;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";NA;2617
"1138";2614;1177;0;"T";"DR";671;"A";"1998-01-29";"CN";1998;1996;"1996-07-14";2;NA;0;0;1;TRUE;0;777;166;23;5,83789656866667;184;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";2271;1838
"1139";2616;1286;1;"T";"DR";525;"A";"1998-02-05";"CN";1998;1997;"1997-11-07";1;NA;1;0;1;TRUE;1;779;32;23;5,83789656866667;2314;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";1790;1357
"1140";2617;1287;1;"T";"DR";523;"A";"1998-02-05";"CN";1998;1997;"1997-11-15";1;NA;1;-1;2;TRUE;1;779;38;23;5,83789656866667;135;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";2948;2948
"1141";2618;509;0;"T";"DR";1627;"A";"1998-02-06";"CN";1998;1993;"1993-07-08";5;NA;0;0;1;TRUE;1;780;164;23;5,83789656866667;182;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";3373;3373
"1142";2620;1290;1;"T";"DR";519;"A";"1998-02-12";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;1;784;90;23;5,83789656866667;159;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";1002;1002
"1143";2621;1170;1;"T";"DR";682;"A";"1998-02-12";"CN";1998;1997;"1997-05-01";1;NA;1;-1;2;TRUE;0;784;95;23;5,83789656866667;161;"SEEN1";"KB";"1997-12-20";"1998-03-28";1998;"Sub";4147;4147
"1144";2622;917;0;"T";"DR";1020;"A";"1998-02-12";"CN";1998;1994;"1994-05-27";4;NA;0;0;1;TRUE;1;784;95;23;5,83789656866667;161;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";2617;2617
"1145";2623;64;0;"T";"DR";2390;"A";"1998-02-12";"CN";1998;1987;"1987-08-16";11;NA;0;0;1;TRUE;0;784;103;23;5,83789656866667;164;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";3877;3877
"1146";2624;528;0;"T";"DR";1588;"A";"1998-02-12";"CN";1998;1993;"1993-07-16";5;NA;0;0;1;TRUE;0;784;103;23;5,83789656866667;164;"H";NA;"1997-12-20";"1998-03-28";1998;"Sub";1716;1716
"1147";2625;1291;1;"T";"DR";518;"A";"1998-02-12";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;0;784;103;23;5,83789656866667;164;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";133;133
"1148";2626;1045;1;"T";"DR";808;"A";"1998-02-12";"CN";1998;1996;"1996-07-22";2;NA;1;0;1;TRUE;1;783;71;23;5,83789656866667;NA;NA;NA;NA;NA;NA;"Sub";1830;1830
"1149";2627;1278;1;"T";"DR";539;"A";"1998-02-12";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;0;783;71;23;5,83789656866667;148;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";680;680
"1150";2628;868;0;"T";"DR";1100;"A";"1998-02-17";"CN";1998;1995;"1995-07-04";3;NA;0;0;1;TRUE;1;787;16;23;5,83789656866667;127;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";1305;1181
"1151";2629;641;0;"T";"DR";1422;"A";"1998-02-12";"CN";1998;1993;"1993-07-17";5;NA;0;0;1;TRUE;0;784;104;23;5,83789656866667;165;"ABX";NA;"1997-12-20";"1998-03-28";1998;"Sub";1715;1715
"1152";2630;1292;1;"T";"DR";516;"A";"1998-02-12";"CN";1998;1997;"1997-11-01";1;NA;1;0;1;TRUE;1;784;106;23;5,83789656866667;167;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";147;147
"1153";2635;1296;1;"T";"DR";510;"A";"1998-03-02";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;1;791;105;23;5,83789656866667;166;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";133;133
"1154";2637;522;0;"T";"DR";1600;"A";"1998-03-03";"CN";1998;1993;"1993-07-16";5;NA;0;0;1;TRUE;0;792;86;23;5,83789656866667;155;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";3365;3365
"1155";2639;554;0;"T";"DR";1556;"A";"1998-03-06";"CN";1998;1993;"1993-07-24";5;NA;0;0;1;TRUE;0;794;148;23;5,83789656866667;178;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";1891;1891
"1156";2640;498;0;"T";"DLG";1653;"A";"1998-03-06";"CN";1998;1993;"1993-11-10";5;NA;0;0;2;TRUE;1;794;148;23;5,83789656866667;178;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";1599;1599
"1157";2641;1299;0;"T";"DR";506;"A";"1998-03-08";"CN";1998;1997;"1997-03-08";1;NA;0;0;2;TRUE;0;795;159;23;5,83789656866667;180;"BrF";NA;"1997-12-20";"1998-03-28";1998;"Dom";385;385
"1158";2643;1301;0;"T";"DR";504;"A";"1998-03-08";"CN";1998;1997;"1997-03-08";1;NA;0;0;1;TRUE;1;795;104;23;5,83789656866667;165;"SEEN1";"DR";"1997-12-20";"1998-03-28";1998;"Sub";385;385
"1159";2644;1302;1;"T";"DR";503;"A";"1998-03-10";"CN";1998;1997;"1997-11-15";1;NA;1;0;1;TRUE;1;796;104;23;5,83789656866667;165;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";133;133
"1160";2645;1028;0;"T";"DR";845;"A";"1998-03-10";"CN";1998;1995;"1995-07-01";3;NA;0;0;1;TRUE;1;796;155;23;5,83789656866667;179;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";1870;1870
"1161";2646;1303;0;"T";"DR";502;"A";"1998-03-11";"CN";1998;1997;"1997-03-11";1;NA;0;0;1;TRUE;1;798;101;23;5,83789656866667;162;"U";NA;"1997-12-20";"1998-03-28";1998;"Sub";382;382
"1162";2647;1304;0;"T";"DR";500;"A";"1998-03-13";"CN";1998;1997;"1997-07-16";1;NA;0;0;2;TRUE;0;801;141;23;5,83789656866667;177;"SEEN1";"DR";"1997-12-20";"1998-03-28";1998;"Sub";1124;1124
"1163";2649;467;0;"T";"DR";1720;"A";"1998-03-19";"CN";1998;1992;"1992-08-11";6;NA;0;0;2;TRUE;1;803;67;23;5,83789656866667;146;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";2924;2924
"1164";2650;1306;0;"T";"DLG";497;"A";"1998-03-20";"CN";1998;1997;"1997-11-15";1;NA;0;0;2;TRUE;1;804;67;23;5,83789656866667;146;"OFL";NA;"1997-12-20";"1998-03-28";1998;"Sub";1002;680
"1165";2651;1279;1;"T";"DR";537;"A";"1998-03-10";"CN";1998;1997;"1997-03-10";1;NA;1;0;1;TRUE;1;797;86;23;5,83789656866667;155;"ABX";NA;"1997-12-20";"1998-03-28";1998;"Sub";1252;1252
"1166";2652;220;0;"T";"DR";2140;"A";"1998-03-23";"CN";1998;1988;"1988-08-12";10;NA;0;0;1;TRUE;1;807;26;23;5,83789656866667;132;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";5164;4731
"1167";2653;1029;0;"T";"DR";844;"A";"1998-03-22";"CN";1998;1996;"1996-06-21";2;NA;0;0;1;TRUE;1;806;43;23;5,83789656866667;2318;"BrM";NA;"1997-12-20";"1998-03-28";1998;"Dom";5194;5194
"1168";2654;1345;0;"T";"DR";457;"A";"1998-06-23";"CN";1998;1997;"1997-06-23";1;NA;0;0;1;TRUE;0;813;22;25;3,40909704426667;201;"BrF";NA;"1998-06-20";"1998-09-27";1998;"Dom";1147;1147
"1169";2655;1227;1;"T";"DR";601;"A";"1998-06-23";"CN";1998;1997;"1997-12-10";1;NA;1;0;1;TRUE;0;813;77;25;3,40909704426667;238;"AB";NA;"1998-06-20";"1998-09-27";1998;"Sub";977;655
"1170";2656;1346;0;"T";"DR";456;"A";"1998-06-23";"CN";1998;1997;"1997-11-15";1;NA;0;0;1;TRUE;0;813;77;25;3,40909704426667;238;"AB";NA;"1998-06-20";"1998-09-27";1998;"Sub";2948;2948
"1171";2657;1159;0;"T";"DR";698;"A";"1998-06-23";"CN";1998;1996;"1996-07-10";2;NA;0;0;1;TRUE;1;812;77;25;3,40909704426667;238;"BrM";NA;"1998-06-20";"1998-09-27";1998;"Dom";1495;1173
"1172";2658;1158;0;"T";"DR";700;"A";"1998-06-23";"CN";1998;1996;"1996-07-10";2;NA;0;0;1;TRUE;0;813;77;25;3,40909704426667;238;"H";NA;"1998-06-20";"1998-09-27";1998;"Sub";2275;2275
"1173";2659;44;0;"T";"DR";2422;"A";"1998-07-04";"CN";1998;1986;"1986-08-04";12;NA;0;0;1;TRUE;1;815;5;25;3,40909704426667;191;"BrM";NA;"1998-06-20";"1998-09-27";1998;"Dom";4561;4437
"1174";2660;1347;0;"T";"DR";455;"A";"1998-07-18";"CN";1998;1997;"1997-07-18";1;NA;0;0;1;TRUE;0;817;40;25;3,40909704426667;213;"BrF";NA;"1998-06-20";"1998-09-27";1998;"Dom";560;560
"1175";2661;859;0;"T";"DR";1118;"A";"1998-07-18";"CN";1998;1994;"1994-07-02";4;NA;0;0;1;TRUE;0;816;15;25;3,40909704426667;198;"BrF";NA;"1998-06-20";"1998-09-27";1998;"Dom";1912;1912
"1176";2662;1368;1;"T";"DR";426;"A";"1998-07-21";"CN";1998;1997;"1997-07-21";1;NA;1;0;1;TRUE;1;818;45;25;3,40909704426667;NA;NA;NA;NA;NA;NA;"Sub";NA;1899
"1177";2663;1369;1;"T";"DR";425;"A";"1998-07-23";"CN";1998;1997;"1997-07-23";1;NA;1;0;1;TRUE;0;819;55;25;3,40909704426667;223;"H";NA;"1998-06-20";"1998-09-27";1998;"Sub";2972;1897
"1178";2664;1370;1;"T";"DR";424;"A";"1998-07-23";"CN";1998;1997;"1997-07-23";1;NA;1;0;1;TRUE;1;819;64;25;3,40909704426667;230;"BrM";NA;"1998-06-20";"1998-09-27";1998;"Dom";2502;1897
"1179";2665;607;0;"T";"DR";1473;"A";"1998-07-23";"CN";1998;1993;"1993-07-10";5;NA;0;0;1;TRUE;1;819;55;25;3,40909704426667;223;"SEEN1";NA;"1998-06-20";"1998-09-27";1998;"Sub";3371;2938
"1180";2666;557;0;"T";"DR";1551;"A";"1998-07-23";"CN";1998;1993;"1993-07-24";5;NA;0;0;1;TRUE;1;819;55;25;3,40909704426667;NA;NA;NA;NA;NA;NA;"Sub";2577;2577
"1181";2667;1203;0;"T";"DR";637;"A";"1998-07-23";"CN";1998;1996;"1996-07-26";2;NA;0;0;1;TRUE;1;819;63;25;3,40909704426667;NA;NA;NA;NA;NA;NA;"Sub";1479;1157
"1182";2668;1348;0;"T";"DR";454;"A";"1998-07-25";"CN";1998;1998;"1998-07-17";0;NA;0;0;1;TRUE;1;820;8;25;3,40909704426667;193;"XF";NA;"1998-06-20";"1998-09-27";1998;"Sub";2007;1538
"1183";2669;1349;0;"T";"DR";453;"A";"1998-07-25";"CN";1998;1998;"1998-07-17";0;NA;0;0;1;TRUE;1;820;14;25;3,40909704426667;197;"XF";NA;"1998-06-20";"1998-09-27";1998;"Sub";NA;1538
"1184";2670;1234;0;"T";"DR";589;"A";"1998-07-26";"CN";1998;1997;"1997-07-20";1;NA;0;0;1;TRUE;1;822;113;25;3,40909704426667;NA;NA;NA;NA;NA;NA;"Sub";1120;1120
"1185";2673;604;0;"T";"DR";1482;"A";"1998-07-27";"CN";1998;1993;"1993-07-10";5;NA;0;0;1;TRUE;0;823;45;25;3,40909704426667;NA;NA;NA;NA;NA;NA;"Sub";2591;2591
"1186";2674;1371;1;"T";"DR";422;"A";"1998-07-27";"CN";1998;1997;"1997-11-29";1;1;1;0;1;TRUE;0;823;47;25;3,40909704426667;NA;NA;NA;NA;NA;NA;"Sub";988;988
"1187";2675;1380;1;"T";"DR";412;"A";"1998-08-02";"CN";1998;1997;"1997-08-02";1;NA;1;-1;2;TRUE;0;836;123;25;3,40909704426667;263;"BrF";"DR";"1998-06-20";"1998-09-27";1998;"Dom";2222;1887
