"","BirdID","chickyear","ars","NestID","sex","birthyear","birthday","parent_age","lifespan","minrepro","maxrepro","minreproage","maxreproage","FieldPeriodID","Status","BreedGroupID","TerritoryID","Island","PeriodStart","PeriodEnd","PeriodYear","newstat","Year","TerritoryNumber","TQ","TQcorrected","flno","newlifespan"
"1031",1403,2005,2,NA,0,1997,"1997-09-15",8,3274,1998,2005,1,8,35,"BrF",2947,101,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,69,NA,NA,208,3274
"1032",1403,1998,2,307,0,1997,"1997-09-15",1,3274,1998,2005,1,8,25,"BrF",253,101,"CN","1998-06-20","1998-09-27",1998,"Dom",1998,69,65984.44039,65984.44039,186,3274
"1033",1403,1999,3,591,0,1997,"1997-09-15",2,3274,1998,2005,1,8,26,"BrF",303,101,"CN","1999-01-12","1999-01-29",1999,"Dom",1999,69,13379.58368,13379.58368,298,3274
"1034",1403,2001,1,NA,0,1997,"1997-09-15",4,3274,1998,2005,1,8,40,"BrF",3212,101,"CN","2001-06-29","2001-07-26",2001,"Dom",NA,NA,NA,NA,97,3274
"1035",1403,1999,3,NA,0,1997,"1997-09-15",2,3274,1998,2005,1,8,26,"BrF",303,101,"CN","1999-01-12","1999-01-29",1999,"Dom",1999,69,13379.58368,13379.58368,298,3274
"1036",1403,2004,0,NA,0,1997,"1997-09-15",7,3274,1998,2005,1,8,32,"BrF",2787,101,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,3274
"1037",1403,2002,1,NA,0,1997,"1997-09-15",5,3274,1998,2005,1,8,41,"BrF",3274,101,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,3274
"1038",1403,1999,3,532,0,1997,"1997-09-15",2,3274,1998,2005,1,8,26,"BrF",303,101,"CN","1999-01-12","1999-01-29",1999,"Dom",1999,69,13379.58368,13379.58368,298,3274
"1039",1403,1998,2,NA,0,1997,"1997-09-15",1,3274,1998,2005,1,8,25,"BrF",253,101,"CN","1998-06-20","1998-09-27",1998,"Dom",1998,69,65984.44039,65984.44039,186,3274
"1040",1403,2003,1,820,0,1997,"1997-09-15",6,3274,1998,2005,1,8,30,"BrF",519,101,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,69,11063.51832,11063.51832,208,3274
"1041",1403,2000,1,NA,0,1997,"1997-09-15",3,3274,1998,2005,1,8,39,"BrF",3097,101,"CN","2000-07-25","2000-08-13",2000,"Dom",NA,NA,NA,NA,82,3274
"1042",1403,2006,0,NA,0,1997,"1997-09-15",9,3274,1998,2005,1,8,75,"SEEN1",3837,101,"CN","2006-06-12","2006-09-02",2006,"Sub",2006,69,5709.678392,5709.678392,108,3274
"1043",1404,2000,0,NA,0,1997,"1997-09-16",3,1842,1999,1999,2,2,39,"ABX",3056,45,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,1409
"1044",1404,1999,1,437,0,1997,"1997-09-16",2,1842,1999,1999,2,2,26,"H",291,45,"CN","1999-01-12","1999-01-29",1999,"Sub",1999,32,10070.15566,10070.15566,298,1409
"1045",1404,1998,0,NA,0,1997,"1997-09-16",1,1842,1999,1999,2,2,25,"ABX",216,45,"CN","1998-06-20","1998-09-27",1998,"Sub",1998,32,39021.19513,39021.19513,186,1409
"1046",1404,2001,0,NA,0,1997,"1997-09-16",4,1842,1999,1999,2,2,40,"ABX",3168,45,"CN","2001-06-29","2001-07-26",2001,"Sub",NA,NA,NA,NA,97,1409
"1047",1409,1999,1,NA,0,1998,"1998-08-27",1,NA,1999,2003,1,5,26,"NSA",2453,110,"CN","1999-01-12","1999-01-29",1999,"Sub",1999,77,40593.06317,40593.06317,298,1497
"1048",1409,2001,1,NA,0,1998,"1998-08-27",3,NA,1999,2003,1,5,40,"BrF",3147,16,"CN","2001-06-29","2001-07-26",2001,"Dom",NA,NA,NA,NA,97,1497
"1049",1409,2003,1,699,0,1998,"1998-08-27",5,NA,1999,2003,1,5,30,"BrF",457,16,"CN","2003-06-06","2003-09-02",2003,"Dom",NA,NA,NA,NA,208,1497
"1050",1409,1998,0,NA,0,1998,"1998-08-27",0,NA,1999,2003,1,5,25,"XF",257,110,"CN","1998-06-20","1998-09-27",1998,"Sub",1998,77,100090.2818,100090.2818,186,1497
"1051",1409,2004,0,NA,0,1998,"1998-08-27",6,NA,1999,2003,1,5,32,"BrF",2719,16,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,1497
"1052",1409,2000,0,NA,0,1998,"1998-08-27",2,NA,1999,2003,1,5,39,"BrF",3037,16,"CN","2000-07-25","2000-08-13",2000,"Dom",NA,NA,NA,NA,82,1497
"1053",1409,2002,0,NA,0,1998,"1998-08-27",4,NA,1999,2003,1,5,41,"BrF",788,16,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,1497
"1054",1410,1999,1,483,0,1998,"1998-06-12",1,793,1999,1999,1,1,26,"ABX",283,25,"CN","1999-01-12","1999-01-29",1999,"Sub",1999,19,16928.28372,16928.28372,298,471
"1055",1410,1998,0,NA,0,1998,"1998-06-12",0,793,1999,1999,1,1,25,"OFL",204,25,"CN","1998-06-20","1998-09-27",1998,"Sub",1998,19,91112.1437,91112.1437,186,471
"1056",1412,2010,0,NA,1,1998,"1998-06-22",12,4463,1999,2008,1,10,103,"BrM",5566,129,"CN","2010-02-12","2010-03-19",2010,"Dom",NA,NA,NA,NA,87,4463
"1057",1412,2009,0,NA,1,1998,"1998-06-22",11,4463,1999,2008,1,10,90,"BrM",4152,129,"CN","2008-12-30","2009-03-03",2009,"Dom",2009,88,40128.2328,40128.2328,98,4463
"1058",1412,2006,0,NA,1,1998,"1998-06-22",8,4463,1999,2008,1,10,75,"BrM",3853,129,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,88,8433.313543,8433.313543,108,4463
"1059",1412,2002,1,600,1,1998,"1998-06-22",4,4463,1999,2008,1,10,41,"BrM",3277,129,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,4463
"1060",1412,2001,0,NA,1,1998,"1998-06-22",3,4463,1999,2008,1,10,40,"BrM",3229,129,"CN","2001-06-29","2001-07-26",2001,"Dom",NA,NA,NA,NA,97,4463
"1061",1412,2000,0,NA,1,1998,"1998-06-22",2,4463,1999,2008,1,10,39,"BrM",3114,129,"CN","2000-07-25","2000-08-13",2000,"Dom",NA,NA,NA,NA,82,4463
"1062",1412,2007,2,NA,1,1998,"1998-06-22",9,4463,1999,2008,1,10,77,"BrM",3970,129,"CN","2007-01-06","2007-01-29",2007,"Dom",NA,NA,NA,NA,74,4463
"1063",1412,1999,1,573,1,1998,"1998-06-22",1,4463,1999,2008,1,10,26,"FLOAT",7028,NA,"CN","1999-01-12","1999-01-29",1999,"Sub",NA,NA,NA,NA,298,4463
"1064",1412,2005,4,NA,1,1998,"1998-06-22",7,4463,1999,2008,1,10,35,"BrM",644,129,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,88,NA,NA,208,4463
"1065",1412,2008,1,NA,1,1998,"1998-06-22",10,4463,1999,2008,1,10,85,"BrM",4406,129,"CN","2008-01-08","2008-02-21",2008,"Dom",NA,NA,NA,NA,58,4463
"1066",1412,2004,1,NA,1,1998,"1998-06-22",6,4463,1999,2008,1,10,32,"BrM",2803,129,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,4463
"1067",1412,2003,4,851,1,1998,"1998-06-22",5,4463,1999,2008,1,10,30,"BrM",534,129,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,88,17439.23394,17439.23394,208,4463
"1068",1412,1998,0,NA,1,1998,"1998-06-22",0,4463,1999,2008,1,10,25,"SEEN1",2387,31,"CN","1998-06-20","1998-09-27",1998,"Sub",1998,23.1,11266.37375,11266.37375,186,4463
"1069",1412,2003,4,NA,1,1998,"1998-06-22",5,4463,1999,2008,1,10,30,"BrM",534,129,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,88,17439.23394,17439.23394,208,4463
"1070",1415,2006,2,NA,0,1998,"1998-08-21",8,5519,2000,2011,2,13,75,"BrF",3788,39,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,28.1,7863.225967,7863.225967,108,5304
"1071",1415,2012,0,NA,0,1998,"1998-08-21",14,5519,2000,2011,2,13,112,"BrF",5692,39,"CN","2012-01-22","2012-02-28",2012,"Dom",NA,NA,NA,NA,62,5304
"1072",1415,2007,0,NA,0,1998,"1998-08-21",9,5519,2000,2011,2,13,77,"BrF",3906,39,"CN","2007-01-06","2007-01-29",2007,"Dom",NA,NA,NA,NA,74,5304
"1073",1415,2001,0,NA,0,1998,"1998-08-21",3,5519,2000,2011,2,13,40,"BrF",3164,39,"CN","2001-06-29","2001-07-26",2001,"Dom",NA,NA,NA,NA,97,5304
"1074",1415,2008,0,NA,0,1998,"1998-08-21",10,5519,2000,2011,2,13,85,"BrF",4341,39,"CN","2008-01-08","2008-02-21",2008,"Dom",NA,NA,NA,NA,58,5304
"1075",1415,2013,0,NA,0,1998,"1998-08-21",15,5519,2000,2011,2,13,118,"BrF",5662,39,"CN","2013-01-22","2013-02-27",2013,"Dom",2013,28.1,15242.08392,15242.08392,40,5304
"1076",1415,2000,1,NA,0,1998,"1998-08-21",2,5519,2000,2011,2,13,39,"ABX",3052,38,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,5304
"1077",1415,2005,2,1055,0,1998,"1998-08-21",7,5519,2000,2011,2,13,35,"BrF",2900,39,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,28.1,NA,NA,208,5304
"1078",1415,2003,2,NA,0,1998,"1998-08-21",5,5519,2000,2011,2,13,30,"BrF",2581,39,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,28.1,14994.66701,14994.66701,208,5304
"1079",1415,2010,0,NA,0,1998,"1998-08-21",12,5519,2000,2011,2,13,103,"BrF",5508,39,"CN","2010-02-12","2010-03-19",2010,"Dom",NA,NA,NA,NA,87,5304
"1080",1415,2003,2,732,0,1998,"1998-08-21",5,5519,2000,2011,2,13,30,"BrF",2581,39,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,28.1,14994.66701,14994.66701,208,5304
"1081",1415,2004,1,NA,0,1998,"1998-08-21",6,5519,2000,2011,2,13,32,"BrF",2735,39,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,5304
"1082",1415,2002,1,616,0,1998,"1998-08-21",4,5519,2000,2011,2,13,41,"BrF",797,39,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,5304
"1083",1415,2009,0,NA,0,1998,"1998-08-21",11,5519,2000,2011,2,13,90,"BrF",4089,39,"CN","2008-12-30","2009-03-03",2009,"Dom",2009,28.1,3836.344744,3836.344744,98,5304
"1084",1415,1999,0,NA,0,1998,"1998-08-21",1,5519,2000,2011,2,13,26,"OFL",289,38,"CN","1999-01-12","1999-01-29",1999,"Sub",1999,28,18513.56405,18513.56405,298,5304
"1085",1415,2011,1,NA,0,1998,"1998-08-21",13,5519,2000,2011,2,13,105,"BrF",5085,39,"CN","2011-06-25","2011-10-02",2011,"Dom",2011,28.1,42700.41813,42700.41813,103,5304
"1086",1415,2005,2,NA,0,1998,"1998-08-21",7,5519,2000,2011,2,13,35,"BrF",2900,39,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,28.1,NA,NA,208,5304
"1087",1419,2006,1,1430,0,1999,"1999-04-02",7,3446,2003,2007,4,8,75,"BrF",3775,22,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,16,10129.56048,10129.56048,108,3446
"1088",1419,2001,0,NA,0,1999,"1999-04-02",2,3446,2003,2007,4,8,40,"NSA",3134,1,"CN","2001-06-29","2001-07-26",2001,"Sub",NA,NA,NA,NA,97,3446
"1089",1419,2000,0,NA,0,1999,"1999-04-02",1,3446,2003,2007,4,8,39,"ABX",3025,1,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,3446
"1090",1419,2004,0,NA,0,1999,"1999-04-02",5,3446,2003,2007,4,8,32,"BrF",2722,22,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,3446
"1091",1419,2007,1,NA,0,1999,"1999-04-02",8,3446,2003,2007,4,8,77,"BrF",3893,22,"CN","2007-01-06","2007-01-29",2007,"Dom",NA,NA,NA,NA,74,3446
"1092",1419,2003,1,714,0,1999,"1999-04-02",4,3446,2003,2007,4,8,30,"BrF",460,22,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,16,9548.390541,9548.390541,208,3446
"1093",1419,2002,0,NA,0,1999,"1999-04-02",3,3446,2003,2007,4,8,41,"NSA",776,1,"CN","2002-07-11","2002-10-02",2002,"Sub",NA,NA,NA,NA,181,3446
"1094",1419,2008,0,NA,0,1999,"1999-04-02",9,3446,2003,2007,4,8,85,"BrF",4328,22,"CN","2008-01-08","2008-02-21",2008,"Dom",NA,NA,NA,NA,58,3446
"1095",1419,2005,0,NA,0,1999,"1999-04-02",6,3446,2003,2007,4,8,35,"BrF",2888,22,"CN","2004-12-18","2005-01-12",2005,"Dom",NA,NA,NA,NA,208,3446
"1096",1429,2001,0,NA,0,1999,"1999-01-12",2,2790,2003,2006,4,7,40,"H",3231,134,"CN","2001-06-29","2001-07-26",2001,"Sub",NA,NA,NA,NA,97,2790
"1097",1429,2004,1,NA,0,1999,"1999-01-12",5,2790,2003,2006,4,7,32,"BrF",2804,134,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,2790
"1098",1429,2002,0,NA,0,1999,"1999-01-12",3,2790,2003,2006,4,7,41,"BrF",843,134,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,2790
"1099",1429,2005,1,NA,0,1999,"1999-01-12",6,2790,2003,2006,4,7,35,"BrF",2962,134,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,92,NA,NA,208,2790
"1100",1429,2000,0,NA,0,1999,"1999-01-12",1,2790,2003,2006,4,7,39,"BrF",3116,134,"CN","2000-07-25","2000-08-13",2000,"Dom",NA,NA,NA,NA,82,2790
"1101",1429,2006,1,NA,0,1999,"1999-01-12",7,2790,2003,2006,4,7,75,"BrF",3854,134,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,92,9880.374986,9880.374986,108,2790
"1102",1429,2003,1,857,0,1999,"1999-01-12",4,2790,2003,2006,4,7,30,"BrF",3318,134,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,92,11688.91682,11688.91682,208,2790
"1103",1432,1999,2,430,0,1998,"1998-06-02",1,803,1999,1999,1,1,26,"ABX",2405,5,"CN","1999-01-12","1999-01-29",1999,"Sub",1999,3.1,17433.80321,17433.80321,298,481
"1104",1432,1999,2,NA,0,1998,"1998-06-02",1,803,1999,1999,1,1,26,"ABX",2405,5,"CN","1999-01-12","1999-01-29",1999,"Sub",1999,3.1,17433.80321,17433.80321,298,481
"1105",1435,2004,0,NA,1,1999,"1999-06-18",5,NA,2001,2003,2,4,32,"BrM",2767,77,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,1202
"1106",1435,2001,1,NA,1,1999,"1999-06-18",2,NA,2001,2003,2,4,40,"ABX",3195,80,"CN","2001-06-29","2001-07-26",2001,"Sub",NA,NA,NA,NA,97,1202
"1107",1435,2002,1,NA,1,1999,"1999-06-18",3,NA,2001,2003,2,4,41,"BrM",819,77,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,1202
"1108",1435,2000,0,NA,1,1999,"1999-06-18",1,NA,2001,2003,2,4,39,"ABX",3081,80,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,1202
"1109",1435,2003,1,NA,1,1999,"1999-06-18",4,NA,2001,2003,2,4,30,"BrM",503,77,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,52.1,49054.3472,49054.3472,208,1202
"1110",1436,2001,1,NA,0,1999,"1999-07-02",2,1188,2001,2001,2,2,40,"U",3238,147,"CN","2001-06-29","2001-07-26",2001,"Sub",NA,NA,NA,NA,97,1188
"1111",1436,1999,0,NA,0,1999,"1999-07-02",0,1188,2001,2001,2,2,28,"XF",441,169,"CN","1999-07-02","1999-09-26",1999,"Sub",1999,112,69975.12303,69975.12303,298,1188
"1112",1436,2002,0,NA,0,1999,"1999-07-02",3,1188,2001,2001,2,2,41,"BrF",848,147,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,1188
"1113",1436,2000,0,NA,0,1999,"1999-07-02",1,1188,2001,2001,2,2,39,"ABX",3130,169,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,1188
"1114",1437,2008,0,NA,0,1998,"1998-11-08",10,3392,1999,2006,1,8,85,"BrF",4379,87,"CN","2008-01-08","2008-02-21",2008,"Dom",NA,NA,NA,NA,58,3392
"1115",1437,1999,1,511,0,1998,"1998-11-08",1,3392,1999,2006,1,8,28,"BrF",406,87,"CN","1999-07-02","1999-09-26",1999,"Dom",1999,59,103848.6532,103848.6532,298,3392
"1116",1437,2007,0,NA,0,1998,"1998-11-08",9,3392,1999,2006,1,8,77,"BrF",3944,87,"CN","2007-01-06","2007-01-29",2007,"Dom",NA,NA,NA,NA,74,3392
"1117",1437,2006,2,NA,0,1998,"1998-11-08",8,3392,1999,2006,1,8,75,"BrF",3826,87,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,59,16667.73233,16667.73233,108,3392
"1118",1437,2005,2,NA,0,1998,"1998-11-08",7,3392,1999,2006,1,8,35,"BrF",2936,87,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,59,NA,NA,208,3392
"1119",1437,2001,0,NA,0,1998,"1998-11-08",3,3392,1999,2006,1,8,40,"BrF",3201,87,"CN","2001-06-29","2001-07-26",2001,"Dom",NA,NA,NA,NA,97,3392
"1120",1437,2004,1,976,0,1998,"1998-11-08",6,3392,1999,2006,1,8,32,"BrF",2775,87,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,3392
"1121",1437,2000,0,NA,0,1998,"1998-11-08",2,3392,1999,2006,1,8,39,"BrF",3087,87,"CN","2000-07-25","2000-08-13",2000,"Dom",NA,NA,NA,NA,82,3392
"1122",1437,2003,1,NA,0,1998,"1998-11-08",5,3392,1999,2006,1,8,30,"BrF",510,87,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,59,18409.54482,18409.54482,208,3392
"1123",1437,2002,1,NA,0,1998,"1998-11-08",4,3392,1999,2006,1,8,41,"BrF",822,87,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,3392
"1124",1438,2014,0,NA,0,1999,"1999-07-02",15,5933,2005,2011,6,12,124,"BrF",6416,98,"CN","2014-01-19","2014-03-04",2014,"Dom",2014,66,20440.50535,20440.50535,152,5725
"1125",1438,2015,0,NA,0,1999,"1999-07-02",16,5933,2005,2011,6,12,139,"BrF",6875,98,"CN","2015-01-16","2015-03-05",2015,"Dom",2015,66,21711.73418,21711.73418,131,5725
"1126",1438,2005,1,1144,0,1999,"1999-07-02",6,5933,2005,2011,6,12,35,"BrF",2944,98,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,66,NA,NA,208,5725
"1127",1438,2011,1,NA,0,1999,"1999-07-02",12,5933,2005,2011,6,12,105,"BrF",5141,98,"CN","2011-06-25","2011-10-02",2011,"Dom",2011,66,35216.96482,35216.96482,103,5725
"1128",1438,2000,0,NA,0,1999,"1999-07-02",1,5933,2005,2011,6,12,39,"U",3094,98,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,5725
"1129",1438,2012,0,NA,0,1999,"1999-07-02",13,5933,2005,2011,6,12,112,"BrF",5734,98,"CN","2012-01-22","2012-02-28",2012,"Dom",NA,NA,NA,NA,62,5725
"1130",1438,2007,3,1766,0,1999,"1999-07-02",8,5933,2005,2011,6,12,77,"BrF",3951,98,"CN","2007-01-06","2007-01-29",2007,"Dom",NA,NA,NA,NA,74,5725
"1131",1438,2013,0,NA,0,1999,"1999-07-02",14,5933,2005,2011,6,12,118,"BrF",5912,98,"CN","2013-01-22","2013-02-27",2013,"Dom",2013,66,30213.72865,30213.72865,40,5725
"1132",1438,2006,0,NA,0,1999,"1999-07-02",7,5933,2005,2011,6,12,75,"BrF",3834,98,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,66,14169.63643,14169.63643,108,5725
"1133",1438,2003,0,NA,0,1999,"1999-07-02",4,5933,2005,2011,6,12,30,"BrF",516,98,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,66,32257.47274,32257.47274,208,5725
"1134",1438,2004,0,NA,0,1999,"1999-07-02",5,5933,2005,2011,6,12,32,"BrF",2784,98,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,5725
"1135",1438,2009,2,NA,0,1999,"1999-07-02",10,5933,2005,2011,6,12,90,"BrF",4134,98,"CN","2008-12-30","2009-03-03",2009,"Dom",2009,66,38494.18177,38494.18177,98,5725
"1136",1438,2008,1,NA,0,1999,"1999-07-02",9,5933,2005,2011,6,12,85,"BrF",4387,98,"CN","2008-01-08","2008-02-21",2008,"Dom",NA,NA,NA,NA,58,5725
"1137",1438,2007,3,NA,0,1999,"1999-07-02",8,5933,2005,2011,6,12,77,"BrF",3951,98,"CN","2007-01-06","2007-01-29",2007,"Dom",NA,NA,NA,NA,74,5725
"1138",1438,2002,0,NA,0,1999,"1999-07-02",3,5933,2005,2011,6,12,41,"BrF",827,98,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,5725
"1139",1438,1999,0,NA,0,1999,"1999-07-02",0,5933,2005,2011,6,12,28,"XF",442,171,"CN","1999-07-02","1999-09-26",1999,"Sub",1999,114,52125.46403,52125.46403,298,5725
"1140",1438,2001,0,NA,0,1999,"1999-07-02",2,5933,2005,2011,6,12,40,"U",3209,98,"CN","2001-06-29","2001-07-26",2001,"Sub",NA,NA,NA,NA,97,5725
"1141",1438,2010,0,NA,0,1999,"1999-07-02",11,5933,2005,2011,6,12,103,"BrF",5549,98,"CN","2010-02-12","2010-03-19",2010,"Dom",NA,NA,NA,NA,87,5725
"1142",1485,2004,2,NA,1,1998,"1998-07-26",6,2960,2001,2006,3,8,32,"BrM",2715,12,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,2960
"1143",1485,2006,1,NA,1,1998,"1998-07-26",8,2960,2001,2006,3,8,75,"BrM",3769,12,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,7,11177.86713,11177.86713,108,2960
"1144",1485,1999,0,NA,1,1998,"1998-07-26",1,2960,2001,2006,3,8,28,"BrM",361,17,"CN","1999-07-02","1999-09-26",1999,"Dom",1999,12,25148.78591,25148.78591,298,2960
"1145",1485,2005,1,1149,1,1998,"1998-07-26",7,2960,2001,2006,3,8,35,"BrM",2882,12,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,7,NA,NA,208,2960
"1146",1485,2000,0,NA,1,1998,"1998-07-26",2,2960,2001,2006,3,8,39,"NSA",3038,17,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,2960
"1147",1485,2003,0,NA,1,1998,"1998-07-26",5,2960,2001,2006,3,8,30,"BrM",453,12,"CN","2003-06-06","2003-09-02",2003,"Dom",NA,NA,NA,NA,208,2960
"1148",1485,2001,1,NA,1,1998,"1998-07-26",3,2960,2001,2006,3,8,40,"BrM",3143,12,"CN","2001-06-29","2001-07-26",2001,"Dom",NA,NA,NA,NA,97,2960
"1149",1485,2002,1,NA,1,1998,"1998-07-26",4,2960,2001,2006,3,8,41,"BrM",784,12,"CN","2002-07-11","2002-10-02",2002,"Dom",NA,NA,NA,NA,181,2960
"1150",1489,2003,1,843,1,1999,"1999-07-30",4,5905,2003,2014,4,15,30,"BrM",528,118,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,82.1,17348.07839,17348.07839,208,5697
"1151",1489,2002,0,NA,1,1999,"1999-07-30",3,5905,2003,2014,4,15,41,"U",3275,118,"CN","2002-07-11","2002-10-02",2002,"Sub",NA,NA,NA,NA,181,5697
"1152",1489,2004,0,NA,1,1999,"1999-07-30",5,5905,2003,2014,4,15,32,"BrM",2796,118,"CN","2004-05-17","2004-05-29",2004,"Dom",NA,NA,NA,NA,126,5697
"1153",1489,2008,0,NA,1,1999,"1999-07-30",9,5905,2003,2014,4,15,85,"BrM",4399,118,"CN","2008-01-08","2008-02-21",2008,"Dom",NA,NA,NA,NA,58,5697
"1154",1489,2005,1,1019,1,1999,"1999-07-30",6,5905,2003,2014,4,15,35,"BrM",2956,118,"CN","2004-12-18","2005-01-12",2005,"Dom",2005,82.1,NA,NA,208,5697
"1155",1489,2001,0,NA,1,1999,"1999-07-30",2,5905,2003,2014,4,15,40,"BrM",3204,90,"CN","2001-06-29","2001-07-26",2001,"Dom",NA,NA,NA,NA,97,5697
"1156",1489,2010,2,NA,1,1999,"1999-07-30",11,5905,2003,2014,4,15,103,"BrM",5559,118,"CN","2010-02-12","2010-03-19",2010,"Dom",NA,NA,NA,NA,87,5697
"1157",1489,2000,0,NA,1,1999,"1999-07-30",1,5905,2003,2014,4,15,39,"NSA",3124,157,"CN","2000-07-25","2000-08-13",2000,"Sub",NA,NA,NA,NA,82,5697
"1158",1489,1999,0,NA,1,1999,"1999-07-30",0,5905,2003,2014,4,15,28,"XF",435,157,"CN","1999-07-02","1999-09-26",1999,"Sub",1999,102,186553.7485,186553.7485,298,5697
"1159",1489,2007,1,1781,1,1999,"1999-07-30",8,5905,2003,2014,4,15,77,"BrM",3963,118,"CN","2007-01-06","2007-01-29",2007,"Dom",NA,NA,NA,NA,74,5697
"1160",1489,2009,0,NA,1,1999,"1999-07-30",10,5905,2003,2014,4,15,90,"BrM",4145,118,"CN","2008-12-30","2009-03-03",2009,"Dom",2009,82.1,21197.58694,21197.58694,98,5697
"1161",1489,2015,0,NA,1,1999,"1999-07-30",16,5905,2003,2014,4,15,139,"BrM",6819,118,"CN","2015-01-16","2015-03-05",2015,"Dom",2015,82.1,13279.91303,13279.91303,131,5697
"1162",1489,2014,1,NA,1,1999,"1999-07-30",15,5905,2003,2014,4,15,124,"BrM",6455,118,"CN","2014-01-19","2014-03-04",2014,"Dom",2014,82.1,22891.06805,22891.06805,152,5697
"1163",1489,2006,1,NA,1,1999,"1999-07-30",7,5905,2003,2014,4,15,75,"BrM",3846,118,"CN","2006-06-12","2006-09-02",2006,"Dom",2006,82.1,35408.32811,35408.32811,108,5697
"1164",1489,2011,1,NA,1,1999,"1999-07-30",12,5905,2003,2014,4,15,105,"BrM",5151,118,"CN","2011-06-25","2011-10-02",2011,"Dom",2011,82.1,17401.72312,17401.72312,103,5697
"1165",1489,2013,0,NA,1,1999,"1999-07-30",14,5905,2003,2014,4,15,118,"BrM",5922,118,"CN","2013-01-22","2013-02-27",2013,"Dom",2013,82.1,59241.94671,59241.94671,40,5697
"1166",1489,2012,1,NA,1,1999,"1999-07-30",13,5905,2003,2014,4,15,112,"BrM",5744,118,"CN","2012-01-22","2012-02-28",2012,"Dom",NA,NA,NA,NA,62,5697
"1167",1490,2001,2,NA,0,1999,"1999-06-19",2,NA,2001,2003,2,4,40,"ABX",3190,74,"CN","2001-06-29","2001-07-26",2001,"Sub",NA,NA,NA,NA,97,1201
"1168",1490,2003,1,786,0,1999,"1999-06-19",4,NA,2001,2003,2,4,30,"BrF",500,74,"CN","2003-06-06","2003-09-02",2003,"Dom",2003,51.1,62643.40854,62643.40854,208,1201
